OrderID,Date,Customer,Region,Category,Product,Quantity,UnitPrice,TotalSales
1063,2025-03-21,C0063,West,Furniture,Bed,6,17307,103842
1064,2025-05-14,C0064,South,Clothing,Jeans,12,39234,470808
1065,2025-08-07,C0065,South,Furniture,Sofa,4,57002,228008
1066,2025-04-13,C0066,South,Clothing,Dress,14,24677,345478
1067,2025-08-20,C0067,West,Clothing,T-shirt,9,34909,314181
1068,2025-06-23,C0068,South,Clothing,Jacket,10,20964,209640
1069,2025-07-25,C0069,West,Clothing,T-shirt,12,7858,94296
1070,2025-05-16,C0070,West,Furniture,Sofa,10,52561,525610
1071,2025-08-29,C0071,South,Clothing,Dress,3,4047,12141
1072,2025-05-01,C0072,North,Furniture,Chair,2,49917,99834
1073,2025-08-19,C0073,West,Furniture,Sofa,11,57520,632720
1074,2025-06-28,C0074,West,Clothing,T-shirt,3,10057,30171
1075,2025-04-14,C0075,East,Electronics,Tablet,7,39787,278509
1076,2025-07-24,C0076,South,Clothing,Jeans,6,18967,113802
1077,2025-07-13,C0077,North,Clothing,Jeans,12,37675,452100
1078,2025-06-11,C0078,North,Electronics,Laptop,18,17613,317034
1079,2025-07-13,C0079,South,Electronics,Smartwatch,17,42148,716516
1080,2025-07-20,C0080,West,Clothing,Jacket,8,20627,165016
1081,2025-04-01,C0081,North,Clothing,Shirt,1,1165,1165
1082,2025-05-07,C0082,South,Electronics,Mobile,18,28917,520506
1083,2025-08-29,C0083,West,Electronics,Tablet,6,22953,137718
1084,2025-08-23,C0084,North,Furniture,Table,19,34464,654816
1085,2025-07-07,C0085,East,Furniture,Sofa,20,8324,166480
1086,2025-03-15,C0086,East,Furniture,Chair,4,39900,159600
1087,2025-05-31,C0087,West,Furniture,Sofa,16,26169,418704
1088,2025-07-07,C0088,North,Clothing,Shirt,9,41225,371025
1089,2025-03-16,C0089,North,Furniture,Cupboard,13,11283,146679
1090,2025-07-24,C0090,North,Clothing,Jeans,9,4613,41517
1091,2025-04-20,C0091,East,Electronics,Tablet,17,46475,790075
1092,2025-06-11,C0092,South,Furniture,Chair,1,49039,49039
1093,2025-03-03,C0093,North,Clothing,Jeans,19,42772,812668
1094,2025-06-20,C0094,North,Electronics,Smartwatch,16,19079,305264
1095,2025-06-14,C0095,North,Furniture,Bed,5,49362,246810
1096,2025-07-31,C0096,East,Furniture,Bed,8,53589,428712
1097,2025-04-13,C0097,North,Clothing,Dress,10,47892,478920
1098,2025-08-06,C0098,East,Clothing,Jeans,3,50981,152943
1099,2025-05-29,C0099,West,Clothing,Dress,19,6443,122417
1100,2025-06-17,C0100,East,Clothing,Shirt,5,38665,193325
1101,2025-07-23,C0101,North,Clothing,Shirt,10,53106,531060
1102,2025-03-05,C0102,West,Clothing,Jacket,18,4405,79290
1103,2025-05-26,C0103,North,Electronics,Tablet,14,25659,359226
1104,2025-03-22,C0104,South,Electronics,Tablet,10,3866,38660
1105,2025-07-14,C0105,South,Furniture,Table,5,16542,82710
1106,2025-05-13,C0106,West,Clothing,Shirt,15,25944,389160
1107,2025-06-11,C0107,West,Clothing,Shirt,19,56891,1080929
1108,2025-03-19,C0108,East,Furniture,Cupboard,11,37078,407858
1109,2025-07-20,C0109,North,Clothing,Jeans,12,33780,405360
1110,2025-08-20,C0110,South,Electronics,Headphones,13,20889,271557
1111,2025-03-15,C0111,West,Furniture,Table,18,15468,278424
1112,2025-03-05,C0112,East,Furniture,Chair,2,45521,91042
1113,2025-04-18,C0113,West,Electronics,Tablet,19,45484,864196
1114,2025-04-20,C0114,West,Clothing,Shirt,3,10991,32973
1115,2025-04-24,C0115,South,Furniture,Chair,13,17804,231452
1116,2025-06-21,C0116,North,Clothing,Jeans,19,34197,649743
1117,2025-07-26,C0117,North,Clothing,Shirt,18,29791,536238
1118,2025-05-29,C0118,West,Electronics,Laptop,13,22606,293878
1119,2025-06-15,C0119,East,Furniture,Chair,6,56034,336204
1120,2025-04-15,C0120,South,Clothing,Jacket,12,40739,488868
1121,2025-08-14,C0121,East,Furniture,Bed,19,57037,1083703
1122,2025-03-05,C0122,West,Clothing,Jacket,7,55729,390103
1123,2025-03-26,C0123,South,Clothing,Dress,6,7663,45978
1124,2025-06-04,C0124,East,Electronics,Tablet,11,16968,186648
1125,2025-03-24,C0125,South,Clothing,Jacket,10,56104,561040
1126,2025-05-28,C0126,West,Furniture,Sofa,15,25976,389640
1127,2025-04-05,C0127,South,Furniture,Table,17,614,10438
1128,2025-05-15,C0128,East,Clothing,Jeans,20,22384,447680
1129,2025-05-07,C0129,West,Furniture,Table,20,22423,448460
1130,2025-08-26,C0130,North,Electronics,Smartwatch,4,45593,182372
1131,2025-06-09,C0131,North,Furniture,Table,11,37603,413633
1132,2025-07-20,C0132,East,Electronics,Headphones,1,2151,2151
1133,2025-06-19,C0133,North,Clothing,Dress,14,17324,242536
1134,2025-05-23,C0134,West,Furniture,Sofa,6,38728,232368
1135,2025-04-03,C0135,East,Electronics,Headphones,13,50533,656929
1136,2025-07-12,C0136,West,Furniture,Table,4,53325,213300
1137,2025-08-12,C0137,East,Electronics,Headphones,9,8017,72153
1138,2025-08-28,C0138,East,Clothing,T-shirt,10,6549,65490
1139,2025-05-28,C0139,South,Electronics,Laptop,1,14486,14486
1140,2025-08-14,C0140,South,Clothing,Dress,10,36211,362110
1141,2025-04-12,C0141,South,Electronics,Tablet,19,49594,942286
1142,2025-05-22,C0142,North,Clothing,Shirt,11,12355,135905
1143,2025-06-27,C0143,East,Clothing,Jeans,2,38807,77614
1144,2025-03-21,C0144,South,Clothing,Jacket,8,43773,350184
1145,2025-06-08,C0145,North,Furniture,Cupboard,9,13609,122481
1146,2025-07-15,C0146,North,Furniture,Bed,3,37788,113364
1147,2025-07-08,C0147,North,Furniture,Cupboard,7,53062,371434
1148,2025-08-07,C0148,East,Clothing,Jeans,7,10499,73493
1149,2025-05-31,C0149,North,Electronics,Smartwatch,16,27448,439168
1150,2025-05-08,C0150,East,Electronics,Smartwatch,15,28369,425535
1151,2025-03-05,C0151,North,Clothing,Jacket,2,20376,40752
1152,2025-05-06,C0152,South,Furniture,Bed,17,48445,823565
1153,2025-06-17,C0153,North,Electronics,Tablet,3,22625,67875
1154,2025-07-20,C0154,North,Electronics,Laptop,1,10366,10366
1155,2025-05-07,C0155,North,Electronics,Laptop,10,18443,184430
1156,2025-04-17,C0156,South,Furniture,Chair,3,15168,45504
1157,2025-07-02,C0157,South,Furniture,Chair,6,13418,80508
1158,2025-03-20,C0158,South,Furniture,Bed,11,47716,524876
1159,2025-06-14,C0159,South,Clothing,Dress,18,14799,266382
1160,2025-05-25,C0160,East,Furniture,Cupboard,5,5191,25955
1161,2025-07-17,C0161,West,Clothing,Dress,18,9159,164862
1162,2025-05-08,C0162,East,Clothing,Jeans,19,24227,460313
1163,2025-05-20,C0163,West,Electronics,Smartwatch,1,19174,19174
1164,2025-04-15,C0164,South,Furniture,Sofa,17,28909,491453
1165,2025-05-03,C0165,South,Furniture,Bed,16,52805,844880
1166,2025-05-06,C0166,North,Furniture,Bed,10,6795,67950
1167,2025-08-16,C0167,South,Clothing,T-shirt,18,41008,738144
1168,2025-06-04,C0168,East,Electronics,Tablet,16,50337,805392
1169,2025-05-12,C0169,East,Clothing,T-shirt,13,16347,212511
1170,2025-04-10,C0170,South,Furniture,Cupboard,11,37603,413633
1171,2025-08-05,C0171,West,Furniture,Cupboard,13,35193,457509
1172,2025-05-28,C0172,North,Clothing,Dress,20,24087,481740
1173,2025-08-27,C0173,West,Electronics,Tablet,4,2039,8156
1174,2025-04-28,C0174,North,Clothing,Jacket,4,53009,212036
1175,2025-05-03,C0175,East,Clothing,Jacket,12,24189,290268
1176,2025-05-17,C0176,South,Clothing,Jacket,7,42170,295190
1177,2025-06-26,C0177,South,Electronics,Smartwatch,6,47087,282522
1178,2025-03-17,C0178,West,Electronics,Mobile,1,28262,28262
1179,2025-03-04,C0179,East,Clothing,Shirt,19,10112,192128
1180,2025-05-11,C0180,West,Clothing,Shirt,4,6404,25616
1181,2025-04-27,C0181,North,Clothing,Jeans,13,28822,374686
1182,2025-04-29,C0182,North,Furniture,Table,19,42429,806151
1183,2025-05-02,C0183,South,Electronics,Tablet,13,25694,334022
1184,2025-03-04,C0184,North,Clothing,Dress,19,23945,454955
1185,2025-08-02,C0185,South,Electronics,Tablet,20,13055,261100
1186,2025-08-09,C0186,East,Clothing,T-shirt,8,28466,227728
1187,2025-03-28,C0187,East,Clothing,Jacket,7,32999,230993
1188,2025-03-22,C0188,North,Furniture,Sofa,8,15323,122584
1189,2025-03-13,C0189,East,Furniture,Sofa,5,4475,22375
1190,2025-05-01,C0190,East,Clothing,Jacket,19,51494,978386
1191,2025-04-04,C0191,South,Electronics,Headphones,8,59282,474256
1192,2025-08-10,C0192,East,Electronics,Smartwatch,13,59465,773045
1193,2025-08-15,C0193,South,Clothing,Shirt,10,3338,33380
1194,2025-03-21,C0194,South,Clothing,T-shirt,6,3394,20364
1195,2025-05-27,C0195,West,Clothing,Shirt,1,32441,32441
1196,2025-04-15,C0196,West,Clothing,Dress,15,10762,161430
1197,2025-05-03,C0197,West,Electronics,Headphones,3,26891,80673
1198,2025-07-12,C0198,North,Electronics,Headphones,11,39437,433807
1199,2025-04-07,C0199,South,Electronics,Tablet,18,53606,964908
1200,2025-03-23,C0200,South,Clothing,Dress,8,55261,442088
1201,2025-08-22,C0201,North,Electronics,Laptop,13,15774,205062
1202,2025-07-30,C0202,South,Electronics,Laptop,9,53342,480078
1203,2025-06-05,C0203,East,Furniture,Table,20,10535,210700
1204,2025-04-27,C0204,North,Clothing,Jeans,4,32044,128176
1205,2025-06-14,C0205,East,Electronics,Mobile,5,10996,54980
1206,2025-06-16,C0206,West,Clothing,Jeans,7,15469,108283
1207,2025-06-01,C0207,North,Electronics,Headphones,4,10325,41300
1208,2025-06-25,C0208,South,Electronics,Tablet,11,41543,456973
1209,2025-05-24,C0209,West,Electronics,Tablet,15,48414,726210
1210,2025-07-11,C0210,East,Clothing,Jeans,10,28767,287670
1211,2025-04-29,C0211,East,Furniture,Cupboard,11,1842,20262
1212,2025-05-07,C0212,South,Clothing,Shirt,7,29962,209734
1213,2025-08-23,C0213,North,Electronics,Mobile,20,23131,462620
1214,2025-08-12,C0214,North,Furniture,Chair,15,25965,389475
1215,2025-03-26,C0215,East,Furniture,Table,3,55574,166722
1216,2025-07-04,C0216,West,Furniture,Sofa,6,4999,29994
1217,2025-08-07,C0217,East,Clothing,Jeans,6,46692,280152
1218,2025-05-29,C0218,West,Clothing,Dress,18,10056,181008
1219,2025-05-23,C0219,East,Furniture,Chair,14,29092,407288
1220,2025-08-15,C0220,West,Furniture,Bed,8,28376,227008
1221,2025-03-29,C0221,South,Electronics,Smartwatch,7,52279,365953
1222,2025-08-06,C0222,West,Clothing,Shirt,3,6635,19905
1223,2025-06-02,C0223,East,Clothing,Dress,11,23407,257477
1224,2025-04-03,C0224,South,Furniture,Bed,12,29576,354912
1225,2025-08-17,C0225,North,Electronics,Mobile,1,7999,7999
1226,2025-05-06,C0226,West,Electronics,Laptop,5,50234,251170
1227,2025-07-30,C0227,East,Furniture,Chair,13,32448,421824
1228,2025-08-10,C0228,South,Clothing,Jeans,20,39518,790360
1229,2025-03-27,C0229,West,Electronics,Laptop,2,26623,53246
1230,2025-04-18,C0230,North,Electronics,Headphones,5,58963,294815
1231,2025-05-30,C0231,South,Furniture,Cupboard,15,42784,641760
1232,2025-07-13,C0232,West,Furniture,Chair,7,27262,190834
1233,2025-08-22,C0233,South,Furniture,Chair,3,39946,119838
1234,2025-03-08,C0234,South,Clothing,Dress,7,5768,40376
1235,2025-05-24,C0235,South,Clothing,Jacket,13,57308,745004
1236,2025-07-11,C0236,South,Furniture,Bed,3,24809,74427
1237,2025-07-18,C0237,West,Electronics,Tablet,13,50613,657969
1238,2025-03-04,C0238,South,Electronics,Headphones,14,10213,142982
1239,2025-03-22,C0239,East,Furniture,Chair,9,56334,507006
1240,2025-07-14,C0240,South,Electronics,Mobile,5,53409,267045
1241,2025-05-12,C0241,North,Clothing,Shirt,19,32274,613206
1242,2025-03-26,C0242,East,Clothing,Shirt,11,21023,231253
1243,2025-04-15,C0243,South,Furniture,Table,17,52980,900660
1244,2025-08-01,C0244,East,Furniture,Chair,11,6526,71786
1245,2025-07-07,C0245,West,Furniture,Bed,13,33426,434538
1246,2025-07-12,C0246,North,Furniture,Chair,11,28453,312983
1247,2025-06-28,C0247,South,Electronics,Mobile,6,29896,179376
1248,2025-07-06,C0248,North,Electronics,Laptop,4,11198,44792
1249,2025-08-19,C0249,South,Electronics,Mobile,16,5101,81616
1250,2025-06-09,C0250,North,Furniture,Table,16,45637,730192
1251,2025-05-29,C0251,North,Furniture,Cupboard,4,56084,224336
1252,2025-06-28,C0252,East,Electronics,Laptop,11,32463,357093
1253,2025-04-05,C0253,North,Electronics,Mobile,17,52517,892789
1254,2025-05-08,C0254,North,Electronics,Headphones,5,21341,106705
1255,2025-06-03,C0255,East,Clothing,T-shirt,11,2924,32164
1256,2025-05-12,C0256,East,Furniture,Sofa,3,49716,149148
1257,2025-06-17,C0257,North,Clothing,Dress,11,49252,541772
1258,2025-04-15,C0258,West,Furniture,Table,4,11537,46148
1259,2025-07-25,C0259,South,Electronics,Mobile,20,42703,854060
1260,2025-07-12,C0260,East,Furniture,Bed,18,49857,897426
1261,2025-06-10,C0261,East,Clothing,Jacket,15,5569,83535
1262,2025-03-27,C0262,South,Furniture,Bed,15,28944,434160
1263,2025-04-01,C0263,East,Electronics,Laptop,5,14903,74515
1264,2025-08-17,C0264,North,Clothing,Jeans,17,15351,260967
1265,2025-04-21,C0265,South,Clothing,Dress,20,28062,561240
1266,2025-03-26,C0266,East,Electronics,Mobile,6,6266,37596
1267,2025-04-30,C0267,West,Electronics,Tablet,10,52278,522780
1268,2025-07-01,C0268,North,Electronics,Tablet,6,22699,136194
1269,2025-08-23,C0269,West,Furniture,Cupboard,19,12012,228228
1270,2025-05-28,C0270,North,Furniture,Chair,3,50423,151269
1271,2025-06-24,C0271,East,Clothing,Jeans,2,30359,60718
1272,2025-04-23,C0272,West,Electronics,Mobile,11,25694,282634
1273,2025-03-19,C0273,North,Electronics,Tablet,8,7399,59192
1274,2025-04-15,C0274,North,Electronics,Smartwatch,2,31447,62894
1275,2025-05-03,C0275,West,Furniture,Cupboard,2,44245,88490
1276,2025-08-06,C0276,South,Furniture,Sofa,1,56519,56519
1277,2025-04-05,C0277,East,Furniture,Sofa,14,7581,106134
1278,2025-03-03,C0278,North,Furniture,Cupboard,9,19261,173349
1279,2025-05-29,C0279,West,Furniture,Table,8,36865,294920
1280,2025-08-14,C0280,West,Electronics,Tablet,5,1439,7195
1281,2025-03-14,C0281,East,Clothing,Shirt,14,27861,390054
1282,2025-07-07,C0282,North,Furniture,Chair,6,50935,305610
1283,2025-04-20,C0283,South,Furniture,Table,14,48695,681730
1284,2025-07-31,C0284,West,Clothing,T-shirt,3,20766,62298
1285,2025-08-17,C0285,East,Furniture,Cupboard,10,57547,575470
1286,2025-04-16,C0286,West,Electronics,Headphones,18,21151,380718
1287,2025-07-17,C0287,East,Furniture,Sofa,3,34236,102708
1288,2025-04-15,C0288,West,Electronics,Laptop,20,56159,1123180
1289,2025-03-20,C0289,North,Clothing,T-shirt,5,39402,197010
1290,2025-04-15,C0290,East,Furniture,Bed,20,40899,817980
1291,2025-06-15,C0291,East,Electronics,Laptop,2,42604,85208
1292,2025-07-03,C0292,East,Clothing,Jacket,8,34751,278008
1293,2025-04-18,C0293,North,Electronics,Laptop,9,3975,35775
1294,2025-04-08,C0294,West,Furniture,Table,7,6606,46242
1295,2025-07-25,C0295,North,Electronics,Laptop,10,20135,201350
1296,2025-05-10,C0296,West,Furniture,Chair,10,24861,248610
1297,2025-05-11,C0297,West,Furniture,Chair,4,22894,91576
1298,2025-06-03,C0298,North,Furniture,Bed,1,25481,25481
1299,2025-06-02,C0299,West,Electronics,Smartwatch,4,2226,8904
1300,2025-05-07,C0300,East,Furniture,Table,11,2876,31636
1301,2025-06-18,C0301,East,Furniture,Bed,18,5393,97074
1302,2025-06-19,C0302,North,Electronics,Laptop,7,14098,98686
1303,2025-04-01,C0303,North,Clothing,Dress,11,23040,253440
1304,2025-08-04,C0304,East,Electronics,Smartwatch,12,32046,384552
1305,2025-03-18,C0305,South,Furniture,Chair,7,10824,75768
1306,2025-05-23,C0306,South,Furniture,Table,13,55454,720902
1307,2025-08-28,C0307,West,Furniture,Chair,19,47068,894292
1308,2025-03-02,C0308,South,Electronics,Laptop,13,54970,714610
1309,2025-06-24,C0309,East,Clothing,Dress,15,13400,201000
1310,2025-07-12,C0310,South,Clothing,Jeans,11,18340,201740
1311,2025-08-04,C0311,West,Electronics,Headphones,12,38414,460968
1312,2025-04-03,C0312,East,Electronics,Laptop,12,15571,186852
1313,2025-08-04,C0313,East,Electronics,Tablet,8,52569,420552
1314,2025-04-29,C0314,South,Clothing,Shirt,2,17099,34198
1315,2025-07-09,C0315,East,Electronics,Laptop,17,44144,750448
1316,2025-08-09,C0316,East,Clothing,Jeans,14,51186,716604
1317,2025-03-17,C0317,East,Electronics,Mobile,10,54518,545180
1318,2025-03-08,C0318,South,Furniture,Sofa,19,38929,739651
1319,2025-04-28,C0319,North,Clothing,Jacket,12,9552,114624
1320,2025-05-31,C0320,South,Clothing,Dress,11,8181,89991
1321,2025-06-01,C0321,North,Clothing,T-shirt,3,52739,158217
1322,2025-03-21,C0322,East,Clothing,Dress,7,24848,173936
1323,2025-08-11,C0323,East,Clothing,Shirt,16,32475,519600
1324,2025-05-05,C0324,South,Furniture,Sofa,11,26802,294822
1325,2025-07-05,C0325,West,Furniture,Sofa,17,38604,656268
1326,2025-05-19,C0326,South,Clothing,Dress,20,38662,773240
1327,2025-03-01,C0327,North,Furniture,Chair,7,15759,110313
1328,2025-03-26,C0328,East,Electronics,Smartwatch,11,10975,120725
1329,2025-06-04,C0329,North,Furniture,Cupboard,3,55120,165360
1330,2025-08-11,C0330,East,Furniture,Bed,12,26782,321384
1331,2025-03-16,C0331,East,Electronics,Headphones,13,32598,423774
1332,2025-08-15,C0332,South,Furniture,Sofa,9,50592,455328
1333,2025-08-18,C0333,North,Clothing,Shirt,2,7422,14844
1334,2025-08-09,C0334,West,Clothing,Jeans,5,25042,125210
1335,2025-05-03,C0335,North,Furniture,Bed,12,10120,121440
1336,2025-08-22,C0336,West,Electronics,Smartwatch,5,57601,288005
1337,2025-05-19,C0337,East,Furniture,Sofa,6,59021,354126
1338,2025-08-29,C0338,West,Clothing,Shirt,16,42144,674304
1339,2025-04-02,C0339,West,Electronics,Mobile,5,36437,182185
1340,2025-04-26,C0340,West,Clothing,Jeans,3,28815,86445
1341,2025-05-26,C0341,East,Clothing,T-shirt,13,32164,418132
1342,2025-04-10,C0342,East,Clothing,Dress,6,11068,66408
1343,2025-03-11,C0343,South,Electronics,Tablet,6,15562,93372
1344,2025-08-16,C0344,South,Electronics,Laptop,20,56057,1121140
1345,2025-03-27,C0345,South,Furniture,Chair,11,6515,71665
1346,2025-07-04,C0346,South,Furniture,Bed,2,12134,24268
1347,2025-03-23,C0347,East,Electronics,Smartwatch,14,1285,17990
1348,2025-06-06,C0348,West,Furniture,Table,1,34991,34991
1349,2025-08-14,C0349,South,Furniture,Bed,9,39746,357714
1350,2025-07-12,C0350,West,Electronics,Tablet,1,19455,19455
1351,2025-05-18,C0351,South,Electronics,Smartwatch,7,30135,210945
1352,2025-03-11,C0352,South,Furniture,Chair,9,17334,156006
1353,2025-07-14,C0353,East,Electronics,Headphones,6,7042,42252
1354,2025-04-20,C0354,South,Electronics,Headphones,18,6218,111924
1355,2025-07-17,C0355,North,Furniture,Sofa,18,1886,33948
1356,2025-07-18,C0356,West,Clothing,Dress,15,27673,415095
1357,2025-06-26,C0357,North,Electronics,Laptop,8,51671,413368
1358,2025-07-20,C0358,South,Furniture,Table,11,50235,552585
1359,2025-04-28,C0359,West,Electronics,Laptop,2,47061,94122
1360,2025-08-14,C0360,West,Furniture,Table,4,59029,236116
1361,2025-06-23,C0361,North,Electronics,Tablet,3,59569,178707
1362,2025-04-05,C0362,South,Furniture,Bed,14,46914,656796
1363,2025-04-12,C0363,South,Electronics,Mobile,9,52183,469647
1364,2025-08-24,C0364,West,Electronics,Headphones,13,57806,751478
1365,2025-05-15,C0365,East,Electronics,Headphones,5,46380,231900
1366,2025-07-10,C0366,West,Electronics,Tablet,16,51873,829968
1367,2025-03-22,C0367,East,Clothing,Jacket,8,37886,303088
1368,2025-08-06,C0368,East,Clothing,T-shirt,2,7990,15980
1369,2025-05-22,C0369,North,Clothing,Jacket,19,14836,281884
1370,2025-08-24,C0370,East,Electronics,Mobile,10,17625,176250
1371,2025-04-09,C0371,South,Furniture,Table,10,43769,437690
1372,2025-04-19,C0372,North,Electronics,Smartwatch,18,16778,302004
1373,2025-03-04,C0373,South,Electronics,Smartwatch,14,45098,631372
1374,2025-07-12,C0374,West,Electronics,Headphones,10,4132,41320
1375,2025-03-01,C0375,East,Furniture,Chair,19,44062,837178
1376,2025-03-06,C0376,East,Furniture,Table,3,2655,7965
1377,2025-07-06,C0377,South,Electronics,Headphones,20,21740,434800
1378,2025-04-17,C0378,North,Electronics,Laptop,13,10803,140439
1379,2025-04-25,C0379,East,Clothing,Jacket,17,36378,618426
1380,2025-08-05,C0380,South,Electronics,Tablet,7,11937,83559
1381,2025-03-26,C0381,North,Clothing,Jacket,17,24861,422637
1382,2025-03-07,C0382,North,Electronics,Tablet,10,25448,254480
1383,2025-06-11,C0383,East,Electronics,Tablet,17,59845,1017365
1384,2025-06-06,C0384,South,Clothing,T-shirt,10,49164,491640
1385,2025-06-27,C0385,North,Furniture,Chair,15,59560,893400
1386,2025-07-02,C0386,North,Electronics,Mobile,10,59024,590240
1387,2025-07-24,C0387,North,Furniture,Bed,1,32996,32996
1388,2025-04-26,C0388,South,Electronics,Mobile,15,9962,149430
1389,2025-07-28,C0389,North,Electronics,Mobile,13,20868,271284
1390,2025-04-30,C0390,North,Clothing,Jeans,15,5909,88635
1391,2025-05-29,C0391,West,Furniture,Sofa,15,26970,404550
1392,2025-06-22,C0392,West,Electronics,Headphones,20,18982,379640
1393,2025-08-12,C0393,South,Electronics,Mobile,4,53220,212880
1394,2025-03-30,C0394,East,Clothing,Dress,4,21758,87032
1395,2025-04-13,C0395,North,Electronics,Mobile,12,49642,595704
1396,2025-06-26,C0396,South,Electronics,Mobile,20,39499,789980
1397,2025-08-15,C0397,North,Electronics,Laptop,8,10393,83144
1398,2025-08-14,C0398,West,Electronics,Laptop,5,3603,18015
1399,2025-07-21,C0399,North,Electronics,Mobile,19,47659,905521
1400,2025-05-10,C0400,West,Electronics,Tablet,18,36556,658008
1401,2025-03-16,C0401,East,Clothing,Jacket,8,34981,279848
1402,2025-05-15,C0402,South,Clothing,Jeans,4,40907,163628
1403,2025-04-25,C0403,West,Electronics,Mobile,10,20938,209380
1404,2025-08-26,C0404,West,Clothing,Jeans,1,33018,33018
1405,2025-06-17,C0405,West,Clothing,Shirt,18,44622,803196
1406,2025-02-28,C0406,East,Furniture,Sofa,11,53444,587884
1407,2025-05-05,C0407,East,Electronics,Headphones,19,58743,1116117
1408,2025-03-07,C0408,South,Clothing,T-shirt,7,34599,242193
1409,2025-06-15,C0409,West,Clothing,Shirt,20,28678,573560
1410,2025-08-27,C0410,South,Electronics,Tablet,17,46454,789718
1411,2025-08-10,C0411,North,Clothing,Jeans,19,35371,672049
